键值(key),翻译(msgstr)
IDS_ACCOUNT_ACTIVATION_ERROR_CODE_MIN_LENGTH,"确认码太短。
请检查输入的确认码。"
IDS_ACCOUNT_ACTIVATION_ERROR_GENERAL,"不正确的确认码。
请检查输入的确认码。"
IDS_ACCOUNT_COMPLETION_BACK_BUTTON,返回
IDS_ACCOUNT_COMPLETION_CONFIRMATION_CODE_BUTTON,确认
IDS_ACCOUNT_COMPLETION_CONFIRMATION_CODE_DESCRIPTION,<body>请输入确认码，我们已经将它发送到您的电子邮件：<h3>%(login)s</h3></body>
IDS_ACCOUNT_COMPLETION_CONFIRMATION_CODE_HEADER,确认
IDS_ACCOUNT_COMPLETION_CONFIRMATION_CODE_RESEND,发送新的确认码
IDS_ACCOUNT_COMPLETION_CONFIRMATION_KEY,确认码：
IDS_ACCOUNT_COMPLETION_DOCK_TOOLTIP_HEADER,创建账号
IDS_ACCOUNT_COMPLETION_DOCK_TOOLTIP_MOUSE_INSTRUCTION,前往创建新账号
IDS_ACCOUNT_COMPLETION_DOCK_TOOLTIP_SUBHEADER,保存您在游戏中的进度并获得奖励！
IDS_ACCOUNT_COMPLETION_EMAIL_DEFAULT_TEXT,您的电子邮件
IDS_ACCOUNT_COMPLETION_EMAIL_WRONG_CHARACTERS,"您输入了无效的字符。
只能使用拉丁字母、数字、以及“@” “.” “–” “_”"
IDS_ACCOUNT_COMPLETION_ENTER_EMAIL,电子邮件：
IDS_ACCOUNT_COMPLETION_ENTER_PASSWORD,密码：
IDS_ACCOUNT_COMPLETION_FINISH_BUTTON,创建账号
IDS_ACCOUNT_COMPLETION_FINISH_DESCRIPTION,欢迎来到Wargaming的游戏世界！您可以收集奖励：
IDS_ACCOUNT_COMPLETION_FINISH_HEADER,您的账号已创建
IDS_ACCOUNT_COMPLETION_FINISH_POPUP,已获得奖励
IDS_ACCOUNT_COMPLETION_PASSWORD_DEFAULT_TEXT,新密码
IDS_ACCOUNT_COMPLETION_PASSWORD_WRONG_CHARACTERS,"您输入了无效的字符。
只能使用拉丁字母、数字和特殊字符（~`! @#$%^&*()_-+={[}]|\:;""'<,>.?/）。"
IDS_ACCOUNT_COMPLETION_PROMO_BTN,创建账号
IDS_ACCOUNT_COMPLETION_PROMO_DESCRIPTION,持有Wargaming宇宙账号，可以保留您在《战舰世界》中的进度并解锁新福利。注册即可获得珍贵礼物！
IDS_ACCOUNT_COMPLETION_PROMO_HEADER,创建账号并领取您的奖励
IDS_ACCOUNT_COMPLETION_REWARD_TOOLTIP_DESC_GOLD,加值战舰和其他珍贵物品。
IDS_ACCOUNT_COMPLETION_REWARD_TOOLTIP_DESC_PCL021_STEAM,三个珍贵的随机物品。
IDS_ACCOUNT_COMPLETION_REWARD_TOOLTIP_DESC_PCL052_UNBRANDED,三个珍贵的随机物品。
IDS_ACCOUNT_COMPLETION_REWARD_TOOLTIP_DESC_WOWS_PREMIUM,让您在每场战斗中获得更多的银币与经验。
IDS_ACCOUNT_COMPLETION_REWARD_TOOLTIP_HEADER_LOOTBOX,内容
IDS_ACCOUNT_COMPLETION_REWARD_TOOLTIP_HEADER_RESOURCE,如何花费
IDS_ACCOUNT_COMPLETION_REWARD_TOOLTIP_HEADER_WOWS_PREMIUM,特权
IDS_ACCOUNT_COMPLETION_REWARD_TOOLTIP_HOW_TO_GET,如何获取
IDS_ACCOUNT_COMPLETION_REWARD_TOOLTIP_HOW_TO_GET_DESC_GOLD,可在兵工厂和高级商店中购买，也可以通过参与各种活动获得。
IDS_ACCOUNT_COMPLETION_REWARD_TOOLTIP_HOW_TO_GET_DESC_GOLD_SHOPMERGE,可在兵工厂中购买，也可以通过参与各种活动获得。
IDS_ACCOUNT_COMPLETION_REWARD_TOOLTIP_HOW_TO_GET_DESC_PCL021_STEAM,可通过创建账号以及参与各种活动获得。
IDS_ACCOUNT_COMPLETION_REWARD_TOOLTIP_HOW_TO_GET_DESC_PCL052_UNBRANDED,可通过创建账号以及参与各种活动获得。
IDS_ACCOUNT_COMPLETION_REWARD_TOOLTIP_HOW_TO_GET_DESC_WOWS_PREMIUM,可在兵工厂和高级商店中购买，也可以通过补给箱获得。
IDS_ACCOUNT_COMPLETION_REWARD_TOOLTIP_WILL_RECEIVE,将会获得：
IDS_ACCOUNT_COMPLETION_REWARD_TOOLTIP_WILL_RECEIVE_LOOTBOX,将会获得的补给箱：
IDS_ACCOUNT_COMPLETION_REWARD_TOOLTIP_WILL_RECEIVE_SUBST,将会获得：%(_amount)s
IDS_ACCOUNT_COMPLETION_SEND_EMAIL_BUTTON,创建
IDS_ACCOUNT_COMPLETION_SEND_EMAIL_DESCRIPTION,要创建Wargaming.net账号，请输入您的电子邮件地址并选择密码。
IDS_ACCOUNT_COMPLETION_SEND_EMAIL_HEADER,创建账号
IDS_ACCOUNT_COMPLETION_SHOW_PASSWORD_CHECKBOX,显示密码
IDS_ACCOUNT_COMPLETION_START_HEADER,创建Wargaming账号并获得奖励
IDS_ACCOUNT_COMPLETION_TAKE_REWARD,收集奖励
IDS_ACCOUNT_COMPLETION_TOOLTIP_SUBTEXT,创建Wargaming.net账号并获得奖励。
IDS_ACCOUNT_COMPLETION_TO_DOCK,离开并回到港口
IDS_ACCOUNT_DEFAULT,标准账号
IDS_ACCOUNT_DUE_DATE,此活动结束于：
IDS_ACCOUNT_ERROR_ALL_SPA_LOGIN_ALREADY_TAKEN,"已存在使用该邮箱注册的账号。
请尝试其他邮箱或联系玩家支持。"
IDS_ACCOUNT_ERROR_ALL_WEAK_PASSWORD,"您的密码太简单。
请使用大小写字母和数字。"
IDS_ACCOUNT_ERROR_GENERAL,"注册错误。
请稍后再试。"
IDS_ACCOUNT_ERROR_LOGIN_FORBIDDEN,"使用该邮箱注册的账号已被封停。
请联系玩家支持。"
IDS_ACCOUNT_ERROR_LOGIN_INVALID,"不正确的邮件地址。
请检查拼写。"
IDS_ACCOUNT_ERROR_LOGIN_MAX_LENGTH,"电子邮件地址太长。
不得超过50个字符。"
IDS_ACCOUNT_ERROR_LOGIN_MIN_LENGTH,"电子邮件地址太短。
至少得有5个字符。"
IDS_ACCOUNT_ERROR_LOGIN_REQUIRED,输入您的电子邮件地址。
IDS_ACCOUNT_ERROR_PASSWORD_DIGITS_REQUIRED,您的密码必须至少包含一位数字。
IDS_ACCOUNT_ERROR_PASSWORD_INVALID,"您输入了无效的密码。
只能使用英文字母、数字、以及下划线。"
IDS_ACCOUNT_ERROR_PASSWORD_LOWER_LETTERS_REQUIRED,您的密码必须至少包含一个小写字母。
IDS_ACCOUNT_ERROR_PASSWORD_MAX_LENGTH,"密码太长。
不得超过100个字符。"
IDS_ACCOUNT_ERROR_PASSWORD_MIN_LENGTH,"密码太短。
至少得有%(minCharsPwd)s个字符。"
IDS_ACCOUNT_ERROR_PASSWORD_REQUIRED,"未设置密码。
请选择密码。"
IDS_ACCOUNT_ERROR_PASSWORD_SPECIAL_CHARS_REQUIRED,"您的密码必须至少包含以下字符之一：~`!@#$%^&*()_-+={[}]|\:;""'<,>.?/"
IDS_ACCOUNT_ERROR_PASSWORD_UPPER_LETTERS_REQUIRED,您的密码必须至少包含一个大写字母。
IDS_ACCOUNT_ERROR_PASSWORD_WEAK_PASSWORD,"您的密码太简单。
请使用大小写字母和数字。"
IDS_ACCOUNT_GOLD_EXCHANGE_HEADING,兑换达布隆
IDS_ACCOUNT_LEVELING_COLON,权限等级进度：
IDS_ACCOUNT_LEVEL_CAROUSEL_TOOLTIP_REWARD_RECEIVED,已获得奖励
IDS_ACCOUNT_LEVEL_GAINED_REASON,已达到权限等级%(level)d
IDS_ACCOUNT_LEVEL_REWARD_TITLE,达到新权限等级的奖励
IDS_ACCOUNT_PREMIUM,高级账号：
IDS_ACCOUNT_PROGRESS_ABUSED,您的进度被锁定
IDS_ACCOUNT_PROGRESS_ABUSED_TOOLTIP_AL_BANNER,进度被锁定。您由于消极行为受到了惩罚。
IDS_ACCOUNT_TRANSFER,注意
IDS_ACCOUNT_TRANSFER_BTN_START_TRANSFER,前往欧服
IDS_ACCOUNT_TRANSFER_TEXT_CIS_AND_PLATFORM_EGS,无法再使用Epic Games Store账号在独联体服游玩。
IDS_ACCOUNT_TRANSFER_TEXT_CIS_AND_PLATFORM_MICROSOFT,无法再使用Microsoft Store账号在独联体服游玩。
IDS_ACCOUNT_TRANSFER_TEXT_CIS_AND_PLATFORM_STEAM,无法再使用Steam账号在独联体服游玩。
IDS_ACCOUNT_TRANSFER_TEXT_START_TRANSFER_EGS,若您想继续通过Epic Games Store游玩，您需要将账号转移至欧服。
IDS_ACCOUNT_TRANSFER_TEXT_START_TRANSFER_MICROSOFT,若您想继续通过Microsoft Store游玩，您需要将账号转移至欧服。
IDS_ACCOUNT_TRANSFER_TEXT_START_TRANSFER_STEAM,若您想继续通过Steam游玩，您需要将账号转移至欧服。
IDS_ACCUMULATE_ELITE_EXP,用由高等级指挥官驾驶的战舰在战斗中获取经验。
IDS_ACCURACY,准度
IDS_ACCURACY_ATBA,副武器准度
IDS_ACCURACY_ATBA_TOOLTIP,副炮炮弹命中率
IDS_ACCURACY_MAIN,主炮准度
IDS_ACCURACY_MAIN_TOOLTIP,主炮炮弹命中率
IDS_ACCURACY_TORPEDO,鱼雷准度
IDS_ACCURACY_TORPEDO_TOOLTIP,鱼雷命中率
IDS_ACHIEVEMENTSFORTOP100,前100名玩家
IDS_ACHIEVEMENT_2AIRSHIPS_5MINUTESWINNER,奋力向前
IDS_ACHIEVEMENT_2AIRSHIPS_INCENTER,扰敌突进
IDS_ACHIEVEMENT_2AIRSHIPS_PHOTOFINISH,险胜
IDS_ACHIEVEMENT_2AIRSHIPS_STOPPER,全力牵制
IDS_ACHIEVEMENT_2AIRSHIPS_VICTORYCLAIMED,扭转战局
IDS_ACHIEVEMENT_3WAYSTOKILL_PA,破击者
IDS_ACHIEVEMENT_AIRDEFENSEEXPERT,对空防御专家
IDS_ACHIEVEMENT_AIRKING,空战之王
IDS_ACHIEVEMENT_ALL_THREE_HALLOWEEN_COMPLETE,光之勇者
IDS_ACHIEVEMENT_AMAUTEUR,新手
IDS_ACHIEVEMENT_ARSONIST,纵火犯
IDS_ACHIEVEMENT_ATBA_CALIBER,近战专家
IDS_ACHIEVEMENT_ATB_AEGAEON,埃该翁
IDS_ACHIEVEMENT_ATB_HEPHAESTUS,赫菲斯托斯
IDS_ACHIEVEMENT_ATB_HESTIA,赫斯提
IDS_ACHIEVEMENT_ATB_HYPERION,亥伯龙神
IDS_ACHIEVEMENT_ATB_POSEIDON,波赛冬
IDS_ACHIEVEMENT_ATB_WINNER,元素冲突获胜者
IDS_ACHIEVEMENT_AT_PARTICIPANT,AT老兵
IDS_ACHIEVEMENT_AVACOMMON,Go Navy!
IDS_ACHIEVEMENT_AVAEAGLES,Eagles
IDS_ACHIEVEMENT_AVASHARKS,Sharks
IDS_ACHIEVEMENT_BATTLE_HERO,战斗英雄
IDS_ACHIEVEMENT_BD2016_FESTIV_SOUP,节日浓汤
IDS_ACHIEVEMENT_BD2016_FIRESHOW,射击表演
IDS_ACHIEVEMENT_BD2016_KING_OF_PARTY,派对之王
IDS_ACHIEVEMENT_BD2016_MANNERS,不知礼，无以立业也
IDS_ACHIEVEMENT_BD2016_PARTY_ANIMAL,部队之魂
IDS_ACHIEVEMENT_BD2016_PARTY_CHECK_IN,让我插个队
IDS_ACHIEVEMENT_BD2016_RISE_OF_THE_MACHINES,机器的崛起
IDS_ACHIEVEMENT_BD2016_RUN_FOREST,将军快跑！
IDS_ACHIEVEMENT_BD2016_SNATCH,巨款
IDS_ACHIEVEMENT_BD2016_WRONG_SOW,盲射
IDS_ACHIEVEMENT_BD2_ARP,看看我们逮到谁了！
IDS_ACHIEVEMENT_BD2_BISMARCK,德国人还没来之前快点！
IDS_ACHIEVEMENT_BD2_CAMO,金灿灿！
IDS_ACHIEVEMENT_BD2_CAMPAIGNS,这又是另一个故事了
IDS_ACHIEVEMENT_BD2_CONTAINERS,您有新的包裹！
IDS_ACHIEVEMENT_BD2_CREDITS,这可不是传销！
IDS_ACHIEVEMENT_BD2_CREW,舰长出马
IDS_ACHIEVEMENT_BD2_FR,致命法棍
IDS_ACHIEVEMENT_BD2_GB,传说中的引信
IDS_ACHIEVEMENT_BD2_GE,找到你，击沉你！
IDS_ACHIEVEMENT_BD2_HW2016,敌人大势已去
IDS_ACHIEVEMENT_BD2_JP,鱼雷加舰炮
IDS_ACHIEVEMENT_BD2_NY2016,呵-呵-呵！
IDS_ACHIEVEMENT_BD2_PVE,烤吧，面包机！
IDS_ACHIEVEMENT_BD2_RANKS,像职业的一样
IDS_ACHIEVEMENT_BD2_USSR,冲C点！
IDS_ACHIEVEMENT_BD6_AIRCARRIERS,好事之徒
IDS_ACHIEVEMENT_BD6_BATTLESHIPS,社交狮子
IDS_ACHIEVEMENT_BD6_CRUISERS,派对智囊
IDS_ACHIEVEMENT_BD6_DESTROYERS,手腕高明
IDS_ACHIEVEMENT_BD6_GETALLACHIEVEMENTS,娱乐大师
IDS_ACHIEVEMENT_BD6_WELCOME,战舰派对
IDS_ACHIEVEMENT_BROTHERS_IN_ARMS,兄弟连
IDS_ACHIEVEMENT_BW_PARTICIPANT,BW参与者
IDS_ACHIEVEMENT_CAMPAIGN1_COMPLETED,科学胜利法
IDS_ACHIEVEMENT_CAMPAIGN1_COMPLETED_EXCELLENT,优异地完成“科学胜利法”
IDS_ACHIEVEMENT_CAMPAIGN_BISMARCK_COMPLETED,狩猎俾斯麦
IDS_ACHIEVEMENT_CAMPAIGN_BISMARCK_COMPLETED_EXCELLENT,优异地完成“狩猎俾斯麦”
IDS_ACHIEVEMENT_CAMPAIGN_EPOCHSOFSHIPSCOMPLETED_COMPLETED,海军的五个时代
IDS_ACHIEVEMENT_CAMPAIGN_EPOCHSOFSHIPSCOMPLETED_COMPLETED_EXCELLENT,优异地完成“海军的五个时代”
IDS_ACHIEVEMENT_CAMPAIGN_HALSEY_COMPLETED,打的狠！打的快！打的勤！
IDS_ACHIEVEMENT_CAMPAIGN_HALSEY_COMPLETED_EXCELLENT,优异地完成“打的狠！打的快！打的勤！”
IDS_ACHIEVEMENT_CAMPAIGN_JERZY_SWIRSKI_COMPLETED,坚定意志
IDS_ACHIEVEMENT_CAMPAIGN_JERZY_SWIRSKI_COMPLETED_EXCELLENT,优异地完成“坚定意志”
IDS_ACHIEVEMENT_CAMPAIGN_NEWYEAR2018BASIC_COMPLETED,北角海战
IDS_ACHIEVEMENT_CAMPAIGN_NEWYEAR2018BASIC_COMPLETED_EXCELLENT,优异地完成“北角海战”
IDS_ACHIEVEMENT_CAMPAIGN_NEWYEAR2018ELITE_COMPLETED,新年巡航
IDS_ACHIEVEMENT_CAMPAIGN_NEWYEAR2018ELITE_COMPLETED_EXCELLENT,优异地完成“新年巡航”
IDS_ACHIEVEMENT_CAMPAIGN_NEWYEAR2019PEF_COMPLETED,强大的王子
IDS_ACHIEVEMENT_CAMPAIGN_NEWYEAR2019PEF_COMPLETED_EXCELLENT,优异地完成“强大的王子”
IDS_ACHIEVEMENT_CAMPAIGN_NEWYEAR2019STEELQUEST_COMPLETED,钢铁巨兽
IDS_ACHIEVEMENT_CAMPAIGN_NEWYEAR2019STEELQUEST_COMPLETED_EXCELLENT,优异地完成“钢铁巨兽”
IDS_ACHIEVEMENT_CAMPAIGN_NY17B_COMPLETED,狩猎施佩伯爵
IDS_ACHIEVEMENT_CAMPAIGN_NY17B_COMPLETED_EXCELLENT,优异地完成“狩猎施佩伯爵”
IDS_ACHIEVEMENT_CAMPAIGN_NY17E_COMPLETED,圣诞老人护航队
IDS_ACHIEVEMENT_CAMPAIGN_NY17E_COMPLETED_EXCELLENT,优异地完成“圣诞老人护航队”
IDS_ACHIEVEMENT_CAMPAIGN_SANTASNY2COMPLETED,战舰与命运
IDS_ACHIEVEMENT_CAMPAIGN_SANTASNY2COMPLETED_EXCELLENT,优异地完成“战舰与命运”
IDS_ACHIEVEMENT_CAMPAIGN_SB_COMPLETED,荣誉使命
IDS_ACHIEVEMENT_CAMPAIGN_SB_COMPLETED_EXCELLENT,优异地完成“荣誉使命”
IDS_ACHIEVEMENT_CAMPAIGN_STRASBOURGCOMPLETED,追逐斯特拉斯堡号
IDS_ACHIEVEMENT_CAMPAIGN_STRASBOURGCOMPLETED_EXCELLENT,优异地完成“追逐斯特拉斯堡号”
IDS_ACHIEVEMENT_CAMPAIGN_VIVELAFRANCE_COMPLETED,法国黄金
IDS_ACHIEVEMENT_CAMPAIGN_VIVELAFRANCE_COMPLETED_EXCELLENT,优异地完成“法国黄金”
IDS_ACHIEVEMENT_CAMPAIGN_YAMAMOTO_COMPLETED,山本五十六
IDS_ACHIEVEMENT_CAMPAIGN_YAMAMOTO_COMPLETED_EXCELLENT,优异地完成“山本五十六”
IDS_ACHIEVEMENT_CAPITAL,启动资金
IDS_ACHIEVEMENT_CBT_PARTICIPANT,CBT老兵
IDS_ACHIEVEMENT_CHIEF_ENGINEER,首席战舰工程师
IDS_ACHIEVEMENT_CLANST,CST参与者
IDS_ACHIEVEMENT_CLAN_GRAND_FLEET,无敌舰队
IDS_ACHIEVEMENT_CLAN_SEASON_1_LEAGUE_1,台风
IDS_ACHIEVEMENT_CLAN_SEASON_1_LEAGUE_2,暴风
IDS_ACHIEVEMENT_CLAN_SEASON_1_LEAGUE_3,狂风
IDS_ACHIEVEMENT_CLAN_SEASON_1_LEAGUE_4,烈风
IDS_ACHIEVEMENT_CLAN_SEASON_1_LEAGUE_TOP,台风 — 热点
IDS_ACHIEVEMENT_CLASSDESTROY_SQUAD,全面进攻
IDS_ACHIEVEMENT_CLEAR_SKY,晴空万里
IDS_ACHIEVEMENT_COLLECTION_AMERICANARC_COMPLETED,美国巡洋舰
IDS_ACHIEVEMENT_COLLECTION_BISMARCK_COMPLETED,狩猎俾斯麦
IDS_ACHIEVEMENT_COLLECTION_BRITISHARC_COMPLETED,皇家海军驱逐舰
IDS_ACHIEVEMENT_COLLECTION_DUNKIRK_COMPLETED,敦刻尔克
IDS_ACHIEVEMENT_COLLECTION_HAPPYNEWYEAR2018_COMPLETED,北角海战
IDS_ACHIEVEMENT_COLLECTION_HAPPYNEWYEAR2019_COMPLETED,美好时代
IDS_ACHIEVEMENT_COLLECTION_HAPPY_BIRTHDAY2018_COMPLETED,游戏三周年
IDS_ACHIEVEMENT_COLLECTION_HSF2018_COMPLETED,高校舰队
IDS_ACHIEVEMENT_COLLECTION_NY2022_COMPLETED,海军圣诞节和新年
IDS_ACHIEVEMENT_COLLECTION_OVECHKIN_COMPLETED,伟大的八号
IDS_ACHIEVEMENT_COLLECTION_VIVELAFRANCE_COMPLETED,"""Vive la France"""
IDS_ACHIEVEMENT_COLLECTION_WOWSBIRTHDAY_COMPLETED,游戏两周年
IDS_ACHIEVEMENT_COLLECTION_YAMAMOTO_COMPLETED,山本五十六
IDS_ACHIEVEMENT_COLLECTORSCLUB,光荣的收藏家
IDS_ACHIEVEMENT_COLLECTOR_PA,劫掠者
IDS_ACHIEVEMENT_COMBAT_RECON,侦察尖兵
IDS_ACHIEVEMENT_CONDITION_PCOC012_DESCRIPTION,"在未被发现时对敌方战舰造成20,000点伤害。"
IDS_ACHIEVEMENT_CONDITION_PCOC012_TITLE,造成伤害
IDS_ACHIEVEMENT_CONDITION_PCOC013_DESCRIPTION,摧毁两种不同类型的敌方战舰。
IDS_ACHIEVEMENT_CONDITION_PCOC013_TITLE,摧毁战舰
IDS_ACHIEVEMENT_CONDITION_PCOC014_DESCRIPTION,"用三种不同的方式对敌方战舰造成50,000点伤害。"
IDS_ACHIEVEMENT_CONDITION_PCOC014_TITLE,造成伤害
IDS_ACHIEVEMENT_CONDITION_PCOC015_DESCRIPTION,摧毁三种不同类型的敌方战舰。
IDS_ACHIEVEMENT_CONDITION_PCOC015_TITLE,摧毁战舰
IDS_ACHIEVEMENT_CONDITION_PCOC016_DESCRIPTION,"用四种不同的方式对敌方战舰造成60,000点伤害。"
IDS_ACHIEVEMENT_CONDITION_PCOC016_TITLE,造成伤害
IDS_ACHIEVEMENT_CONDITION_PCOC017_DESCRIPTION,对7艘敌方战舰造成伤害。
IDS_ACHIEVEMENT_CONDITION_PCOC017_TITLE,对战舰造成伤害
IDS_ACHIEVEMENT_CONDITION_PCOC018_DESCRIPTION,从20公里及以上的距离三次击中敌方战舰的装甲区。
IDS_ACHIEVEMENT_CONDITION_PCOC018_TITLE,命中装甲区
IDS_ACHIEVEMENT_CONDITION_PCOC020_DESCRIPTION,从不超过10公里的距离摧毁敌方战舰并在战斗中存活。
IDS_ACHIEVEMENT_CONDITION_PCOC020_TITLE,摧毁一艘战舰
IDS_ACHIEVEMENT_CONDITION_PCOC023_DESCRIPTION,用三种不同方式摧毁3艘战舰。
IDS_ACHIEVEMENT_CONDITION_PCOC023_TITLE,摧毁战舰
IDS_ACHIEVEMENT_CONDITION_PCOC024_DESCRIPTION,"对敌方战舰造成至少110,000点伤害，受到至少1,500,000点潜在伤害，并在战斗中存活。"
IDS_ACHIEVEMENT_CONDITION_PCOC024_TITLE,造成伤害
IDS_ACHIEVEMENT_CONDITION_PCOC030_DESCRIPTION,"连续赢得3场战斗。

如果您第一次没有成功完成此任务，可以从兵工厂中再次获取任务，然后重试。"
IDS_ACHIEVEMENT_CONDITION_PCOC030_TITLE,拿破仑战术
IDS_ACHIEVEMENT_CONDITION_PCOC031_DESCRIPTION,"连续赢得5场战斗。

如果您第一次没有成功完成此任务，可以从兵工厂中再次获取任务，然后重试。"
IDS_ACHIEVEMENT_CONDITION_PCOC031_TITLE,皇帝凯旋
IDS_ACHIEVEMENT_CONDITION_PCOC032_SQUAD_WIN_DESCRIPTION,作为在港口创建且至少有3名玩家的小队的一员，赢得一场胜利。
IDS_ACHIEVEMENT_CONDITION_PCOC032_SQUAD_WIN_TITLE,赢得一场胜利
IDS_ACHIEVEMENT_CONDITION_PCOC037_DESCRIPTION,"在使用指定为“赏金”的战舰时，击毁一艘敌方战舰。

要完成此任务，需在兵工厂中获取“赏金”标记。该标记将在首5场战斗中保持生效。"
IDS_ACHIEVEMENT_CONDITION_PCOC037_TITLE,赏金：击毁一艘敌舰
IDS_ACHIEVEMENT_CONDITION_PCOC049_DESCRIPTION,"在使用指定为“赏金”的战舰时，获得“协助摧毁”勋带。

要完成此任务，需在兵工厂中获取“赏金”标记。该标记将在首5场战斗中保持生效。"
IDS_ACHIEVEMENT_CONDITION_PCOC049_TITLE,赏金：获取一个勋带
IDS_ACHIEVEMENT_CONDITION_PCOC061_DESCRIPTION,"在使用指定为“赏金”的战舰时，在战斗中存活下来。

要完成此任务，需在兵工厂中获取“赏金”标记。该标记将在首5场战斗中保持生效。"
IDS_ACHIEVEMENT_CONDITION_PCOC061_TITLE,赏金：在一场战斗中存活
IDS_ACHIEVEMENT_CONDITION_PCOC062_DESCRIPTION,"使用指定为“赏金”的战舰进行一场战斗。

要完成此任务，需在兵工厂中获取“赏金”标记。该标记将在首5场战斗中保持生效。

仅可使用以下战舰完成：欧根亲王号、俾斯麦号、俾斯麦41号、铁血宰相号。"
IDS_ACHIEVEMENT_CONDITION_PCOC062_TITLE,赏金：莱茵演习行动
IDS_ACHIEVEMENT_CONDITION_PCOC063_DESCRIPTION,"击毁一艘带有“赏金”标记的敌舰。

仅可使用以下战舰完成：胡德号、罗德尼号、皇家方舟号、哥萨克人号、英王乔治五世号、威尔士亲王号。"
IDS_ACHIEVEMENT_CONDITION_PCOC063_TITLE,赏金猎人：追击俾斯麦号
IDS_ACHIEVEMENT_CONDITION_REF_ANTI_AIR_DIVISION_DESCRIPTION,一起组成小队游玩时，每名征募人和海军战友必须摧毁至少20架敌方飞机。
IDS_ACHIEVEMENT_CONDITION_REF_ANTI_AIR_DIVISION_TITLE,摧毁敌方飞机
IDS_ACHIEVEMENT_CONDITION_REF_EVERYONE_GOT_ONE_DESCRIPTION,一起组成小队游玩时，每名征募人和海军战友必须摧毁至少1艘战舰。
IDS_ACHIEVEMENT_CONDITION_REF_EVERYONE_GOT_ONE_TITLE,摧毁一艘战舰
IDS_ACHIEVEMENT_CONDITION_REF_MORE_THAN_COORDINATED_DESCRIPTION,作为征募人和海军战友的小队一员，摧毁7艘敌方战舰。
IDS_ACHIEVEMENT_CONDITION_REF_MORE_THAN_COORDINATED_TITLE,摧毁战舰
IDS_ACHIEVEMENT_CONDITION_REF_SQUAD_3TYPE_RIBBONS_DESCRIPTION,一起组成小队游玩时，每名征募人和海军战友必须获得至少6个“使敌舰起火”、“造成进水”或“命中装甲区”勋带。
IDS_ACHIEVEMENT_CONDITION_REF_SQUAD_3TYPE_RIBBONS_TITLE,获得勋带
IDS_ACHIEVEMENT_CONDITION_REF_SQUAD_CAPTURE_RIBBONS_DESCRIPTION,一起组成小队游玩时，征募人和海军战友必须获得总计至少4个“占领”或“协助占领”勋带。
IDS_ACHIEVEMENT_CONDITION_REF_SQUAD_CAPTURE_RIBBONS_TITLE,获得勋带
IDS_ACHIEVEMENT_CONDITION_REF_SQUAD_DIFFERENT_RIBBONS_DESCRIPTION,"一起组成小队游玩时，征募人和海军战友必须获得总计12个或更多不同的勋带。

其中，每名征募人和海军战友必须获得至少4个不同的勋带。"
IDS_ACHIEVEMENT_CONDITION_REF_SQUAD_DIFFERENT_RIBBONS_TITLE,获得勋带
IDS_ACHIEVEMENT_CONDITION_REF_SQUAD_SPOT_DAMAGE_DESCRIPTION,"一起组成小队游玩时，通过征募人和海军战友的侦察，协助己方团队对敌人造成伤害。造成的伤害必须至少为所有敌方战舰基础生命值的25%%。

其中，征募人和海军战友合计造成的伤害必须至少为所有敌方战舰基础生命值的25%%。"
IDS_ACHIEVEMENT_CONDITION_REF_SQUAD_SPOT_DAMAGE_TITLE,协助己方团队造成伤害
IDS_ACHIEVEMENT_CONDITION_REF_SQUAD_TOP3_DESCRIPTION,一起组成小队游玩时，每名征募人和海军战友都必须在战斗中存活下来，并在己队经验获取量排名前3。
IDS_ACHIEVEMENT_CONDITION_REF_SQUAD_TOP3_TITLE,存活且经验获取量排名前3
IDS_ACHIEVEMENT_CONDITION_REF_SQUAD_VICTORY_DESCRIPTION,作为征募人和海军战友的小队一员，赢得一场战斗。
IDS_ACHIEVEMENT_CONDITION_REF_SQUAD_VICTORY_TITLE,赢得一场胜利
IDS_ACHIEVEMENT_CONTRIBUTOR,贡献者
IDS_ACHIEVEMENT_CONVOY_2TRANSPORTS,破袭者
IDS_ACHIEVEMENT_CONVOY_ANTITORPEDOPROTECTION,肉盾
IDS_ACHIEVEMENT_CONVOY_FLAWLESSVICTORY,干净利落
IDS_ACHIEVEMENT_CONVOY_TRANSPORTSAREALIVE,安全航线
IDS_ACHIEVEMENT_CONVOY_TWOTOONE,钢铁意志
IDS_ACHIEVEMENT_CVC_BRAWL_TOP1,第1
IDS_ACHIEVEMENT_CVC_BRAWL_TOP10,前10
IDS_ACHIEVEMENT_CVC_BRAWL_TOP100,前100
IDS_ACHIEVEMENT_CVC_BRAWL_TOP1000,前1000
IDS_ACHIEVEMENT_DATE_COLON,获取于：
IDS_ACHIEVEMENT_DDAY_2024_OP_1,犹他海滩行动
IDS_ACHIEVEMENT_DDAY_2024_OP_2,防守大西洋壁垒行动
IDS_ACHIEVEMENT_DDAY_2024_OP_3,突袭奥马哈海滩行动
IDS_ACHIEVEMENT_DECISIVE_CONTRIBUTION,杰出贡献
IDS_ACHIEVEMENT_DESCRIPTION_2AIRSHIPS_5MINUTESWINNER,在战斗的最后5分钟内，待在我方飞艇附近并赢得该场战斗。
IDS_ACHIEVEMENT_DESCRIPTION_2AIRSHIPS_INCENTER,加速我方飞艇的同时，减速敌方飞艇。
